case_number,member_state,directorate_general,LFN_258,RO_258,RF_258,date_LFN_258,date_RO_258,date_RF_258,LFN_close,year,election_id,election_date,LFN_election,incorrect,workload,daysbeforeED,out_eu_cont,out_left_cont,influence,support,distance,effectiveness,expenditures,pilot,length,commission,addressee,scope,bureaucracy_quality
20110921,Portugal,Mobility and Transport,1,0,0,7/18/11,NA,NA,4/26/12,2011,993,10/4/15,0,0,0.178132273,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,8.354674262,0,0,1,-0.349056467
20110922,Portugal,Mobility and Transport,1,1,0,7/18/11,3/22/12,NA,3/22/12,2011,993,10/4/15,0,0,-0.237195305,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,8.794067065,0,0,2,-0.349056467
20110923,Portugal,Mobility and Transport,1,0,0,7/18/11,NA,NA,9/27/12,2011,993,10/4/15,0,0,-0.237195305,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,7.446585099,0,0,0,-0.349056467
20110924,Portugal,Climate Action,1,0,0,7/18/11,NA,NA,5/31/12,2011,993,10/4/15,0,0,0.082287447,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,9.48774481,0,0,7,-0.349056467
20110925,Portugal,Home Affairs,1,1,0,7/18/11,10/27/11,NA,10/27/11,2011,993,10/4/15,0,0,-0.237195305,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,9.053335623,0,0,0,-0.349056467
20110926,Portugal,Internal Market and Services,1,1,0,7/18/11,11/20/13,NA,11/20/13,2011,993,10/4/15,0,0,-1.003953912,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,10.5444463,0,0,9,-0.349056467
20110928,Portugal,"Communication Networks, Content and Technology",1,0,0,7/18/11,NA,NA,10/27/11,2011,993,10/4/15,0,0,0.849046054,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,NA,NA,NA,NA,-0.349056467
20110929,Portugal,Mobility and Transport,1,0,0,7/18/11,NA,NA,10/24/12,2011,993,10/4/15,0,0,-0.460833232,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,11.09504359,1,0,24,-0.349056467
20110930,Portugal,Internal Market and Services,1,1,0,7/18/11,11/20/13,NA,11/20/13,2011,993,10/4/15,0,0,-1.003953912,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,9.492280994,1,0,0,-0.349056467
20110931,Portugal,Internal Market and Services,1,0,0,7/18/11,NA,NA,11/20/13,2011,993,10/4/15,0,0,-0.908109086,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,9.085797037,1,0,0,-0.349056467
20110932,Portugal,Mobility and Transport,1,1,0,7/18/11,3/22/12,NA,3/22/12,2011,993,10/4/15,0,0,-0.492781508,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,6.17586727,1,0,3,-0.349056467
20110933,Portugal,Health and Consumers,1,0,0,7/18/11,NA,NA,11/24/11,2011,993,10/4/15,0,0,0.657356402,1539,0.7542,2.2457,-0.305717242,-1.647674561,-0.509432114,-0.370587448,-0.063545946,1,8.564267599,1,0,0,-0.349056467
20090382,Luxembourg,Mobility and Transport,1,1,0,7/31/09,6/3/10,NA,6/3/10,2009,803,10/20/13,0,0,-0.492781508,1542,NA,-0.1315,-1.071680077,1.501200905,-1.453652461,0.915148134,2.033080762,0,8.367764678,0,0,44,1.027478538
20090383,Luxembourg,Health and Consumers,1,0,0,7/31/09,NA,NA,3/18/10,2009,803,10/20/13,0,0,-0.013557378,1542,NA,-0.1315,-1.071680077,1.501200905,-1.453652461,0.915148134,2.033080762,0,8.131824785,1,0,0,1.027478538
20090384,Luxembourg,Mobility and Transport,1,0,0,7/31/09,NA,NA,11/20/09,2009,803,10/20/13,0,0,0.114235723,1542,NA,-0.1315,-1.071680077,1.501200905,-1.453652461,0.915148134,2.033080762,0,9.861154,0,0,5,1.027478538
20090385,Luxembourg,Mobility and Transport,1,0,0,7/31/09,NA,NA,6/3/10,2009,803,10/20/13,0,0,-0.173298755,1542,NA,-0.1315,-1.071680077,1.501200905,-1.453652461,0.915148134,2.033080762,0,9.64043305,1,0,2,1.027478538
20090386,Luxembourg,Mobility and Transport,1,0,0,7/31/09,NA,NA,6/3/10,2009,803,10/20/13,0,0,-0.173298755,1542,NA,-0.1315,-1.071680077,1.501200905,-1.453652461,0.915148134,2.033080762,0,8.610136937,1,0,3,1.027478538
20042012,Austria,Mobility and Transport,1,0,0,7/7/04,NA,NA,5/14/09,2004,607,9/28/08,1,1,-1.163695288,1544,0.3956,-2.744,-0.425622638,-0.847887614,-0.242766523,1.183819193,1.011052806,0,NA,NA,NA,NA,1.027478538
20045033,Luxembourg,Internal Market and Services,1,1,0,3/16/05,10/12/06,NA,10/12/06,2005,172,6/7/09,0,1,-0.844212536,1544,NA,3.1579,-1.043045952,0.971056415,-1.301527255,0.965393547,1.891686854,0,NA,NA,NA,NA,1.027478538
20052028,Luxembourg,Environment,1,1,1,3/16/05,12/13/05,12/12/06,12/13/05,2005,172,6/7/09,0,1,-1.003953912,1544,NA,3.1579,-1.043045952,0.971056415,-1.301527255,0.965393547,1.891686854,0,NA,NA,NA,NA,1.027478538
20052054,Luxembourg,Mobility and Transport,1,1,1,3/16/05,7/5/05,12/13/05,7/5/05,2005,172,6/7/09,0,1,-1.003953912,1544,NA,3.1579,-1.043045952,0.971056415,-1.301527255,0.965393547,1.891686854,0,NA,NA,NA,NA,1.027478538
20052087,Luxembourg,Environment,1,1,0,3/16/05,12/13/05,NA,12/13/05,2005,172,6/7/09,0,1,-0.14135048,1544,NA,3.1579,-1.043045952,0.971056415,-1.301527255,0.965393547,1.891686854,0,NA,NA,NA,NA,1.027478538
20032211,Spain,Maritime Affairs and Fisheries,1,0,0,12/16/03,NA,NA,5/14/09,2003,500,3/9/08,1,1,-1.003953912,1545,-1.3922,-3.8592,2.08449714,1.131013804,0.846945557,1.165826183,-0.605148089,0,NA,NA,NA,NA,1.027478538
20042145,Portugal,"Employment, Social Affairs and Equal Opportunities",1,1,0,7/5/05,12/12/06,NA,12/12/06,2005,405,9/27/09,0,1,-0.492781508,1545,-0.7542,-2.2457,-0.219814867,0.509465091,0.393713276,-0.199202159,-0.105838049,0,NA,NA,NA,NA,-0.349056467
20140352,Luxembourg,Energy,1,1,0,7/22/14,10/22/15,NA,10/22/15,2014,1043,10/14/18,0,0,-1.099798738,1545,NA,0.1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20060180,United Kingdom,Energy,1,1,1,2/9/06,10/12/06,2/28/08,10/12/06,2006,582,5/6/10,0,0,-0.81226426,1547,-4.668,-3.0699,1.529551186,-1.611112872,-0.027775525,0.871961016,1.339722832,0,8.930097229,0,0,0,1.027478538
20060181,United Kingdom,Energy,1,0,0,2/9/06,NA,NA,3/21/07,2006,582,5/6/10,0,0,-0.077453929,1547,-4.668,-3.0699,1.529551186,-1.611112872,-0.027775525,0.871961016,1.339722832,0,8.843759382,0,0,0,1.027478538
20060182,United Kingdom,Mobility and Transport,1,1,0,2/9/06,6/28/06,NA,6/28/06,2006,582,5/6/10,0,0,-0.077453929,1547,-4.668,-3.0699,1.529551186,-1.611112872,-0.027775525,0.871961016,1.339722832,0,8.224163513,0,0,0,1.027478538
20060183,United Kingdom,Health and Consumers,1,0,0,2/9/06,NA,NA,12/12/06,2006,582,5/6/10,0,0,0.273977099,1547,-4.668,-3.0699,1.529551186,-1.611112872,-0.027775525,0.871961016,1.339722832,0,8.820994646,0,0,13,1.027478538
20060184,United Kingdom,Mobility and Transport,1,0,0,2/9/06,NA,NA,6/28/06,2006,582,5/6/10,0,0,1.168528807,1547,-4.668,-3.0699,1.529551186,-1.611112872,-0.027775525,0.871961016,1.339722832,0,7.076653815,1,0,3,1.027478538
20060185,United Kingdom,Enterprise and Industry,1,1,0,2/9/06,10/12/06,NA,10/12/06,2006,582,5/6/10,0,0,0.273977099,1547,-4.668,-3.0699,1.529551186,-1.611112872,-0.027775525,0.871961016,1.339722832,0,7.69211334,1,0,14,1.027478538
20060186,United Kingdom,Health and Consumers,1,0,0,2/9/06,NA,NA,6/28/06,2006,582,5/6/10,0,0,1.168528807,1547,-4.668,-3.0699,1.529551186,-1.611112872,-0.027775525,0.871961016,1.339722832,0,7.557472902,1,0,2,1.027478538
20060187,United Kingdom,Enterprise and Industry,1,1,0,2/9/06,10/12/06,NA,10/12/06,2006,582,5/6/10,0,0,0.273977099,1547,-4.668,-3.0699,1.529551186,-1.611112872,-0.027775525,0.871961016,1.339722832,0,7.017506143,1,0,7,1.027478538
20080782,Italy,Environment,1,0,0,12/1/08,NA,NA,2/19/09,2008,789,2/25/13,0,0,2.670097745,1547,2.7394,4.5243,1.321953782,0.189550312,0.388289642,-1.462099304,0.310802208,1,8.837536046,0,0,2,-1.03732397
20080783,Italy,Enterprise and Industry,1,1,0,12/1/08,6/25/09,NA,6/25/09,2008,789,2/25/13,0,0,0.497615026,1547,2.7394,4.5243,1.321953782,0.189550312,0.388289642,-1.462099304,0.310802208,1,7.647308832,0,0,8,-1.03732397
20080784,Italy,Enterprise and Industry,1,0,0,12/1/08,NA,NA,1/29/09,2008,789,2/25/13,0,0,2.893735672,1547,2.7394,4.5243,1.321953782,0.189550312,0.388289642,-1.462099304,0.310802208,1,6.270988432,1,0,1,-1.03732397
20080785,Italy,Enterprise and Industry,1,0,0,12/1/08,NA,NA,3/19/09,2008,789,2/25/13,0,0,2.606201194,1547,2.7394,4.5243,1.321953782,0.189550312,0.388289642,-1.462099304,0.310802208,1,7.492203043,1,0,2,-1.03732397
20080786,Italy,Mobility and Transport,1,1,0,12/1/08,4/14/09,NA,4/14/09,2008,789,2/25/13,0,0,1.200477082,1547,2.7394,4.5243,1.321953782,0.189550312,0.388289642,-1.462099304,0.310802208,1,7.918628653,1,0,1,-1.03732397
20124137,France,Internal Market and Services,1,1,0,3/21/13,12/10/15,NA,12/10/15,2013,1014,6/18/17,0,1,-1.163695288,1550,0.7552,-2.7507,1.321953782,-1.314049148,1.454680693,0.463776773,0.161212048,1,NA,NA,NA,NA,-0.349056467
20130138,France,Environment,1,0,0,3/21/13,NA,NA,4/16/14,2013,1014,6/18/17,0,0,-0.20524703,1550,0.7552,-2.7507,1.321953782,-1.314049148,1.454680693,0.463776773,0.161212048,1,9.208638925,0,0,4,-0.349056467
20130139,France,Environment,1,0,0,3/21/13,NA,NA,4/16/14,2013,1014,6/18/17,0,0,-0.20524703,1550,0.7552,-2.7507,1.321953782,-1.314049148,1.454680693,0.463776773,0.161212048,1,9.208638925,0,0,4,-0.349056467
20130140,France,Environment,1,0,0,3/21/13,NA,NA,4/16/14,2013,1014,6/18/17,0,0,-0.20524703,1550,0.7552,-2.7507,1.321953782,-1.314049148,1.454680693,0.463776773,0.161212048,1,9.208638925,0,0,4,-0.349056467
20142190,Belgium,Taxation and Customs Union,1,0,0,2/26/15,NA,NA,4/28/16,2015,1048,5/26/19,0,1,-0.940057362,1550,-1.7222,-3.6014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20064741,Italy,Taxation and Customs Union,1,0,0,11/27/08,NA,NA,11/24/10,2008,789,2/25/13,0,1,0.082287447,1551,2.7394,4.5243,1.321953782,0.189550312,0.388289642,-1.462099304,0.310802208,1,NA,NA,NA,NA,-1.03732397
20082226,Italy,Mobility and Transport,1,0,0,11/27/08,NA,NA,3/19/09,2008,789,2/25/13,0,1,2.510356369,1551,2.7394,4.5243,1.321953782,0.189550312,0.388289642,-1.462099304,0.310802208,1,8.772300418,0,0,0,-1.03732397
20082295,Italy,Environment,1,0,0,11/27/08,NA,NA,6/3/10,2008,789,2/25/13,0,1,0.242028824,1551,2.7394,4.5243,1.321953782,0.189550312,0.388289642,-1.462099304,0.310802208,1,8.731497794,0,0,1,-1.03732397
20084524,Italy,Taxation and Customs Union,1,0,0,11/27/08,NA,NA,1/28/10,2008,789,2/25/13,0,1,0.976839155,1551,2.7394,4.5243,1.321953782,0.189550312,0.388289642,-1.462099304,0.310802208,1,NA,NA,NA,NA,-1.03732397
20084661,Italy,Enterprise and Industry,1,0,0,11/27/08,NA,NA,10/28/10,2008,789,2/25/13,0,1,0.114235723,1551,2.7394,4.5243,1.321953782,0.189550312,0.388289642,-1.462099304,0.310802208,1,NA,NA,NA,NA,-1.03732397
20080288,France,Health and Consumers,1,0,0,3/18/08,NA,NA,5/6/08,2008,782,6/17/12,0,0,2.158925341,1552,0.9586,4.2504,1.321953782,-0.066381511,0.578280411,0.646526171,0.18762113,0,8.322637097,0,1,9,-0.349056467
20080289,France,Health and Consumers,1,0,0,3/18/08,NA,NA,5/6/08,2008,782,6/17/12,0,0,2.158925341,1552,0.9586,4.2504,1.321953782,-0.066381511,0.578280411,0.646526171,0.18762113,0,7.716906135,1,0,1,-0.349056467
20080290,France,Health and Consumers,1,0,0,3/18/08,NA,NA,5/6/08,2008,782,6/17/12,0,0,2.158925341,1552,0.9586,4.2504,1.321953782,-0.066381511,0.578280411,0.646526171,0.18762113,0,7.766416898,1,0,1,-0.349056467
20080291,France,Health and Consumers,1,0,0,3/18/08,NA,NA,5/6/08,2008,782,6/17/12,0,0,2.158925341,1552,0.9586,4.2504,1.321953782,-0.066381511,0.578280411,0.646526171,0.18762113,0,6.942156706,1,0,1,-0.349056467
20080292,France,Environment,1,0,0,3/18/08,NA,NA,6/5/08,2008,782,6/17/12,0,0,1.903339138,1552,0.9586,4.2504,1.321953782,-0.066381511,0.578280411,0.646526171,0.18762113,0,6.91770561,1,0,1,-0.349056467
20052363,United Kingdom,"Justice, Fundamental Rights and Citizenship",1,1,0,2/1/06,6/27/07,NA,6/27/07,2006,582,5/6/10,0,1,-1.131747013,1555,-4.668,-3.0699,1.529551186,-1.611112872,-0.027775525,0.871961016,1.339722832,0,8.781248333,0,0,0,1.027478538
20130398,Italy,"Justice, Fundamental Rights and Citizenship",1,0,0,11/29/13,NA,NA,12/16/14,2013,1024,3/4/18,0,0,-0.20524703,1556,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,8.26178468,0,0,0,-1.03732397
20130399,Italy,Mobility and Transport,1,0,0,11/29/13,NA,NA,7/23/14,2013,1024,3/4/18,0,0,0.114235723,1556,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,9.205729759,0,0,23,-1.03732397
20130400,Italy,Agriculture and Rural Development,1,0,0,11/29/13,NA,NA,7/10/14,2013,1024,3/4/18,0,0,0.497615026,1556,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,8.183676583,0,0,24,-1.03732397
20130401,Italy,Health and Consumers,1,1,0,11/29/13,4/16/14,NA,4/16/14,2013,1024,3/4/18,0,0,-0.588626333,1556,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,7.779048645,0,0,16,-1.03732397
20130402,Italy,Environment,1,0,0,11/29/13,NA,NA,11/26/14,2013,1024,3/4/18,0,0,-0.045505654,1556,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,6.717804695,1,0,1,-1.03732397
20130403,Italy,Taxation and Customs Union,1,0,0,11/29/13,NA,NA,2/20/14,2013,1024,3/4/18,0,0,0.785149504,1556,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,NA,NA,NA,NA,-1.03732397
20130404,Italy,Enterprise and Industry,1,0,0,11/29/13,NA,NA,7/10/14,2013,1024,3/4/18,0,0,0.497615026,1556,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,7.928406026,0,0,49,-1.03732397
20130405,Italy,Internal Market and Services,1,1,0,11/29/13,4/16/14,NA,4/16/14,2013,1024,3/4/18,0,0,-0.333040131,1556,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,NA,NA,NA,NA,-1.03732397
20082328,Austria,Taxation and Customs Union,1,1,0,6/25/09,6/24/10,NA,6/24/10,2009,802,9/29/13,0,1,-0.684471159,1557,0.3956,-2.744,-0.497207952,-0.898159936,-0.946096348,0.797771681,1.077177726,1,NA,NA,NA,NA,1.027478538
20092098,Austria,Taxation and Customs Union,1,0,0,6/25/09,NA,NA,1/28/10,2009,802,9/29/13,0,1,-0.045505654,1557,0.3956,-2.744,-0.497207952,-0.898159936,-0.946096348,0.797771681,1.077177726,1,NA,NA,NA,NA,1.027478538
20092164,Austria,Energy,1,1,0,6/25/09,6/24/10,NA,6/24/10,2009,802,9/29/13,0,1,-1.099798738,1557,0.3956,-2.744,-0.497207952,-0.898159936,-0.946096348,0.797771681,1.077177726,1,NA,NA,NA,NA,1.027478538
20092182,Austria,Energy,1,1,0,6/25/09,6/24/10,NA,6/24/10,2009,802,9/29/13,0,1,-0.81226426,1557,0.3956,-2.744,-0.497207952,-0.898159936,-0.946096348,0.797771681,1.077177726,1,NA,NA,NA,NA,1.027478538
20142081,Luxembourg,Mobility and Transport,1,0,0,7/10/14,NA,NA,2/26/15,2014,1043,10/14/18,0,1,-0.620574609,1557,NA,0.1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20142124,Luxembourg,Mobility and Transport,1,1,0,7/10/14,2/26/15,NA,2/26/15,2014,1043,10/14/18,0,1,-1.003953912,1557,NA,0.1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20080793,Malta,Mobility and Transport,1,0,0,12/1/08,NA,NA,3/19/09,2008,790,3/9/13,0,0,-0.301091856,1559,NA,1.5038,-1.167425431,0.349507701,-1.737728114,0.165682356,0.086543437,0,6.551080335,1,0,1,-0.349056467
20102166,United Kingdom,Internal Market and Services,1,0,0,1/27/11,NA,NA,9/29/11,2011,856,5/7/15,0,1,0.33787365,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,NA,NA,NA,NA,1.027478538
20110361,United Kingdom,Internal Market and Services,1,0,0,1/27/11,NA,NA,4/26/12,2011,856,5/7/15,0,0,-0.269143581,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,9.253016646,0,0,50,1.027478538
20110362,United Kingdom,Mobility and Transport,1,0,0,1/27/11,NA,NA,5/19/11,2011,856,5/7/15,0,0,0.721252953,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,8.270013062,0,0,0,1.027478538
20110363,United Kingdom,Environment,1,0,0,1/27/11,NA,NA,9/29/11,2011,856,5/7/15,0,0,0.33787365,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,9.508220269,0,0,7,1.027478538
20110364,United Kingdom,Mobility and Transport,1,1,0,1/27/11,5/19/11,NA,5/19/11,2011,856,5/7/15,0,0,-0.74836771,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,8.188133415,0,0,12,1.027478538
20110365,United Kingdom,Internal Market and Services,1,0,0,1/27/11,NA,NA,4/6/11,2011,856,5/7/15,0,0,0.94489088,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,7.820439515,0,0,8,1.027478538
20110366,United Kingdom,Mobility and Transport,1,1,0,1/27/11,5/19/11,NA,5/19/11,2011,856,5/7/15,0,0,-0.269143581,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,9.802119058,0,0,1,1.027478538
20110367,United Kingdom,Mobility and Transport,1,1,0,1/27/11,6/16/11,NA,6/16/11,2011,856,5/7/15,0,0,-0.588626333,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,8.838696812,0,0,50,1.027478538
20110368,United Kingdom,Energy,1,0,0,1/27/11,NA,NA,11/21/12,2011,856,5/7/15,0,0,-0.492781508,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,10.20043903,0,0,14,1.027478538
20110369,United Kingdom,Mobility and Transport,1,1,0,1/27/11,6/16/11,NA,6/16/11,2011,856,5/7/15,0,0,0.018390897,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,8.272059622,0,0,0,1.027478538
20110370,United Kingdom,Internal Market and Services,1,0,0,1/27/11,NA,NA,1/26/12,2011,856,5/7/15,0,0,-0.109402204,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,8.28878581,0,0,28,1.027478538
20110371,United Kingdom,Agriculture and Rural Development,1,0,0,1/27/11,NA,NA,9/29/11,2011,856,5/7/15,0,0,0.33787365,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,6.602587892,1,0,3,1.027478538
20110372,United Kingdom,"Justice, Fundamental Rights and Citizenship",1,0,0,1/27/11,NA,NA,6/16/11,2011,856,5/7/15,0,0,0.529563301,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,7.442492723,0,0,10,1.027478538
20110373,United Kingdom,Enterprise and Industry,1,0,0,1/27/11,NA,NA,10/27/11,2011,856,5/7/15,0,0,0.082287447,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,6.59441346,1,0,1,1.027478538
20110374,United Kingdom,Health and Consumers,1,0,0,1/27/11,NA,NA,6/16/11,2011,856,5/7/15,0,0,0.529563301,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,8.472823244,1,0,4,1.027478538
20110375,United Kingdom,Health and Consumers,1,0,0,1/27/11,NA,NA,4/6/11,2011,856,5/7/15,0,0,0.94489088,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,7.011213987,1,0,1,1.027478538
20110376,United Kingdom,Taxation and Customs Union,1,0,0,1/27/11,NA,NA,4/6/11,2011,856,5/7/15,0,0,0.94489088,1561,4.668,3.0699,1.321953782,-2.918193254,-0.062322576,0.600544881,1.041926936,1,6.396929655,0,0,1,1.027478538
20030270,France,Health and Consumers,1,1,0,3/7/03,7/9/03,NA,7/9/03,2003,171,6/17/07,0,0,-1.035902187,1563,0.9586,4.2504,2.346657041,-0.093802778,0.573544169,0.878782402,0.175395312,0,NA,NA,NA,NA,-0.349056467
20030271,France,Health and Consumers,1,0,0,3/7/03,NA,NA,7/9/03,2003,171,6/17/07,0,0,-0.492781508,1563,0.9586,4.2504,2.346657041,-0.093802778,0.573544169,0.878782402,0.175395312,0,8.642062173,0,0,0,-0.349056467
20030272,France,Health and Consumers,1,0,0,3/7/03,NA,NA,7/9/03,2003,171,6/17/07,0,0,-0.492781508,1563,0.9586,4.2504,2.346657041,-0.093802778,0.573544169,0.878782402,0.175395312,0,8.642062173,0,0,0,-0.349056467
20030274,France,Health and Consumers,1,0,0,3/7/03,NA,NA,7/9/03,2003,171,6/17/07,0,0,-0.492781508,1563,0.9586,4.2504,2.346657041,-0.093802778,0.573544169,0.878782402,0.175395312,0,NA,NA,NA,NA,-0.349056467
20030275,France,Health and Consumers,1,0,0,3/7/03,NA,NA,7/9/03,2003,171,6/17/07,0,0,-0.492781508,1563,0.9586,4.2504,2.346657041,-0.093802778,0.573544169,0.878782402,0.175395312,0,NA,NA,NA,NA,-0.349056467
20132096,Italy,Maritime Affairs and Fisheries,1,1,0,11/20/13,7/10/14,NA,7/10/14,2013,1024,3/4/18,0,1,-0.844212536,1565,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,NA,NA,NA,NA,-1.03732397
20132229,Italy,Energy,1,0,0,11/20/13,NA,NA,12/16/14,2013,1024,3/4/18,0,0,-0.301091856,1565,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,8.651898894,0,0,0,-1.03732397
20134215,Italy,Internal Market and Services,1,0,0,11/20/13,NA,NA,4/28/16,2013,1024,3/4/18,0,1,-1.035902187,1565,-7.834,2.6216,1.266737,-1.597402238,1.260332243,-1.199420898,0.250836343,1,NA,NA,NA,NA,-1.03732397
20070014,Cyprus,Internal Market and Services,1,0,0,2/1/07,NA,NA,12/11/07,2007,701,5/22/11,0,0,-0.876160811,1571,NA,-3.5526,-1.071680077,0.486614035,2.244375385,0.3931311,0.386400175,0,8.45616849,0,0,10,1.027478538
20070015,Cyprus,Health and Consumers,1,0,0,2/1/07,NA,NA,6/27/07,2007,701,5/22/11,0,0,-0.109402204,1571,NA,-3.5526,-1.071680077,0.486614035,2.244375385,0.3931311,0.386400175,0,5.765191103,1,0,1,1.027478538
20070016,Cyprus,Taxation and Customs Union,1,0,0,2/1/07,NA,NA,6/27/07,2007,701,5/22/11,0,0,-0.109402204,1571,NA,-3.5526,-1.071680077,0.486614035,2.244375385,0.3931311,0.386400175,0,6.461468176,0,0,4,1.027478538
20072396,France,Environment,1,1,0,2/28/08,5/14/09,NA,5/14/09,2008,782,6/17/12,0,1,-0.908109086,1571,0.9586,4.2504,1.321953782,-0.066381511,0.578280411,0.646526171,0.18762113,0,9.61560546,0,0,0,-0.349056467
20072399,France,Environment,1,1,0,2/28/08,5/14/09,NA,5/14/09,2008,782,6/17/12,0,1,-0.109402204,1571,0.9586,4.2504,1.321953782,-0.066381511,0.578280411,0.646526171,0.18762113,0,8.476996002,0,0,0,-0.349056467
20120015,Cyprus,"Employment, Social Affairs and Equal Opportunities",1,1,0,1/30/12,6/21/12,NA,6/21/12,2012,1004,5/22/16,0,0,-0.588626333,1574,NA,-7.6316,-1.071680077,-2.09098504,4.507828394,0.314244548,0.220383178,0,8.145549632,0,0,0,1.027478538
20120016,Cyprus,Mobility and Transport,1,0,0,1/30/12,NA,NA,9/27/12,2012,1004,5/22/16,0,0,-0.14135048,1574,NA,-7.6316,-1.071680077,-2.09098504,4.507828394,0.314244548,0.220383178,0,7.19142933,0,0,0,1.027478538
20120017,Cyprus,"Employment, Social Affairs and Equal Opportunities",1,0,0,1/30/12,NA,NA,5/31/12,2012,1004,5/22/16,0,0,0.114235723,1574,NA,-7.6316,-1.071680077,-2.09098504,4.507828394,0.314244548,0.220383178,0,6.914730893,1,0,1,1.027478538
20120018,Cyprus,Taxation and Customs Union,1,0,0,1/30/12,NA,NA,9/27/12,2012,1004,5/22/16,0,0,-0.14135048,1574,NA,-7.6316,-1.071680077,-2.09098504,4.507828394,0.314244548,0.220383178,0,8.849800827,0,0,1,1.027478538
20120019,Cyprus,Mobility and Transport,1,0,0,1/30/12,NA,NA,1/24/13,2012,1004,5/22/16,0,0,-0.556678058,1574,NA,-7.6316,-1.071680077,-2.09098504,4.507828394,0.314244548,0.220383178,0,8.916640227,1,0,1,1.027478538
20120020,Cyprus,Health and Consumers,1,0,0,1/30/12,NA,NA,4/26/12,2012,1004,5/22/16,0,0,0.242028824,1574,NA,-7.6316,-1.071680077,-2.09098504,4.507828394,0.314244548,0.220383178,0,7.943427768,1,0,0,1.027478538
20120021,Cyprus,Internal Market and Services,1,0,0,1/30/12,NA,NA,3/21/13,2012,1004,5/22/16,0,0,-0.684471159,1574,NA,-7.6316,-1.071680077,-2.09098504,4.507828394,0.314244548,0.220383178,0,10.22987338,0,0,236,1.027478538
